truckId,simulationId,tiempo
5534TPH,333c2024-654c-4b7c-8609-fe8412c20b2c,"[799890.0, 478620.0, 163950.0, 91920.0, 861450.0, 429150.0, 578250.0, 914190.0, 667050.0, 311220.0, 564120.0, 231510.0, 196950.0]"
5534TPH,35639c90-2e65-4da6-abb4-9f23ff5e94f0,"[1517940.0, 754320.0, 1138770.0, 1543290.0, 1486230.0]"
5534TPH,3639f918-671b-4d85-a9d9-a4740ab1d1a0,"[1455960.0, 325080.0, 158010.0, 83880.0, 942960.0, 2057460.0]"
5534TPH,381d92f4-7695-46c2-aff1-49c5abb0723b,"[333930.0, 517680.0, 1903530.0, 1158090.0, 455280.0, 580380.0, 407610.0, 425880.0, 95010.0, 403350.0, 475020.0]"
5534TPH,3d1c2abc-0431-454a-8f4a-68b4164fdbef,"[195510.0, 1240290.0, 334380.0, 1313160.0, 1588200.0, 1927800.0, 475050.0]"
5534TPH,40dbae54-8760-404f-a434-2c4bed57c907,"[955020.0, 263610.0, 1235190.0, 1980660.0, 1484520.0, 1302360.0, 1888200.0, 608250.0]"
5534TPH,435ce988-c95d-47ec-a176-4b9a2967d059,"[1046760.0, 1030920.0, 893220.0, 493320.0, 613350.0, 694320.0, 180480.0]"
5534TPH,45c9a42a-7cb5-4266-b0aa-a05b3f446390,"[1078080.0, 96660.0, 546630.0, 132180.0, 141000.0, 401220.0, 388620.0, 345630.0]"
5534TPH,48959867-c32b-4c58-8806-f0e50fd68a93,"[371070.0, 724950.0, 1019250.0, 3374700.0, 2373930.0, 54240.0, 383490.0, 838890.0, 391890.0, 329880.0]"
5534TPH,4a5ab221-44c2-4c15-beff-aca1fc357c3a,"[1685550.0, 904260.0, 1845990.0, 512280.0, 714690.0]"
5534TPH,50951384-0816-4303-afbb-49a9582ab1d4,"[900600.0, 1292190.0, 716490.0, 1517790.0, 763590.0, 585360.0, 505350.0, 94710.0, 380880.0]"
5534TPH,54cfa245-a633-4505-86a5-e47ef018fb8c,"[1180800.0, 976590.0, 673080.0, 768960.0, 862020.0, 120780.0, 75240.0, 612750.0, 1303590.0]"
5534TPH,5817b5aa-56fb-413f-be71-27dcce8adca3,"[4112790.0, 4003890.0]"
5534TPH,5a1f0e34-a19a-43ef-812c-050da6ac6d27,"[814290.0, 3490980.0, 2568330.0, 1307760.0, 396180.0, 145080.0, 252750.0, 306270.0, 251520.0]"
5534TPH,5bc23801-c7da-43be-80d1-70bf84a82d17,"[498150.0, 528720.0, 503280.0, 445080.0, 1016490.0, 685020.0, 216210.0, 237780.0]"
5534TPH,5bd040a5-cf27-4ffd-af6a-4afa44a7eecc,"[1681920.0, 797520.0, 340920.0, 1382130.0, 153750.0, 266280.0, 383820.0]"
5534TPH,5d239b9a-3bac-46bd-b19a-7ef590c0a2db,"[528090.0, 1992900.0, 2294130.0, 733050.0, 290910.0, 294150.0]"
5534TPH,640d734e-c3ae-4c53-a3a9-e2f87067343b,"[447900.0, 655320.0, 662790.0, 1095390.0, 899220.0, 335910.0, 167850.0, 1221690.0]"
5534TPH,6deec7b7-6c11-418c-a1bd-f99a9e3261b6,"[528360.0, 498810.0, 516810.0, 588810.0, 1041120.0, 1736460.0, 842820.0, 326280.0, 677820.0, 820020.0]"
5534TPH,6f5b7b1e-74c4-4c9a-a3b0-cb32fa412dec,"[2439060.0, 2721510.0, 2357670.0, 1723230.0, 124110.0, 116610.0, 1671300.0]"
5534TPH,76cb2988-3a44-44bf-8cd6-91f93dc68270,"[646560.0, 373980.0, 502860.0, 364920.0, 537120.0, 517350.0, 208080.0, 728130.0]"
5534TPH,77227d86-31d7-4575-b55c-c88e6e389c0e,"[791190.0, 377580.0, 831420.0, 828960.0, 198780.0, 880920.0, 896520.0, 801720.0, 498720.0, 291090.0, 445620.0]"
5534TPH,7a380404-da50-4a66-8ce4-47865698ad1b,"[2334510.0, 774330.0, 1035750.0, 1475970.0]"
5534TPH,7ab9795c-ae20-467b-a4b3-2dd62077bcf5,"[666360.0, 1076460.0, 640860.0, 1106820.0, 1444200.0, 964560.0, 658920.0, 497580.0, 804720.0]"
5534TPH,7b2a7ee6-05a9-4a7b-bda0-a089ee2d58ec,"[1428390.0, 487950.0, 578730.0, 1356930.0, 583320.0, 1763790.0, 801120.0, 542430.0, 377220.0, 455850.0]"
5534TPH,7e1b471d-ff00-43de-b527-ce2871f8e74f,"[233760.0, 568290.0, 729990.0, 2275830.0, 291420.0, 2430240.0]"
5534TPH,81acb266-ab82-497b-92d9-fae490cc4823,"[382320.0, 981390.0, 1023690.0, 1913760.0, 1914930.0, 504810.0, 264480.0, 138180.0]"
5534TPH,83317ce9-22cf-4007-9aeb-0b1bb34e3229,"[275910.0, 459480.0, 151020.0, 1136160.0, 1047660.0, 391290.0, 415680.0, 739290.0]"
5534TPH,8355efb1-34cf-4d53-b85a-535990793ffc,"[278220.0, 699030.0, 555570.0, 797790.0, 317160.0, 1708740.0, 1940670.0, 51990.0, 729720.0, 76350.0, 973290.0, 1025070.0, 636660.0, 405420.0, 257760.0]"
5534TPH,864bd9f3-074d-45e8-a032-5a01237ae290,"[2294670.0, 1886550.0, 152790.0, 157350.0, 378600.0]"
5534TPH,87cbff75-1caa-4068-a786-21468b9488b8,"[163440.0, 2186100.0, 1403670.0, 359220.0, 1318770.0]"
5534TPH,89e2794a-f385-45c2-a9be-d8cb5f293c72,"[2557200.0, 1686360.0, 2350470.0, 793920.0, 1475790.0]"
5534TPH,8a1157ba-b8fc-4a05-9a47-6c63f4ed2005,"[77190.0, 1191060.0, 1272420.0, 1071600.0, 416220.0, 969090.0, 124980.0, 1641030.0, 589830.0, 250650.0, 813390.0]"
5534TPH,8c7a2f21-ae93-4afc-a62c-e49969b0bbad,"[1081710.0, 235080.0, 345480.0, 168780.0, 579180.0, 2919930.0, 3564210.0]"
5534TPH,8ef28810-cf55-4c6a-9487-55178eab727f,"[2274930.0, 420390.0, 250140.0, 2190360.0]"
5534TPH,91133857-fade-412b-859b-901e50aa2236,"[1585650.0, 1533660.0, 1632420.0, 784080.0, 1486230.0]"
5534TPH,a2bfd344-3b14-462a-82e7-d42aca54a650,"[249960.0, 921780.0, 477330.0, 756990.0, 1038840.0, 293190.0, 826410.0, 221790.0, 1390590.0, 115260.0]"
5534TPH,a7a50e60-0e5d-4ef5-81a6-3a45d07aa0ee,"[511380.0, 2006160.0, 217980.0, 142740.0, 342780.0, 1645260.0, 394380.0, 620550.0, 208080.0, 198480.0, 208140.0, 885090.0]"
5534TPH,a8a11526-6b9b-4143-bfb1-ffcae600a17e,"[243360.0, 288480.0, 755730.0, 372690.0, 785520.0, 214590.0, 2734110.0, 3134610.0, 1908870.0, 919890.0, 692550.0, 849900.0]"
5534TPH,aa6646e5-861e-4a3b-9e26-64a1f49a0cc5,"[638130.0, 291480.0, 473220.0, 111810.0, 293880.0, 519990.0, 768030.0, 131280.0, 928320.0, 636750.0]"
5534TPH,ad3e8564-6f0a-47c9-90a2-263775928a6c,"[181710.0, 812520.0, 415050.0, 1208490.0, 1856730.0, 1573290.0, 2234730.0]"
5534TPH,add53270-8ec5-44a9-ba83-48d6583769d5,"[433320.0, 1296300.0, 1557450.0, 163290.0, 153180.0, 1932330.0, 1024860.0, 986340.0, 428730.0, 160980.0, 346920.0]"
5534TPH,aeec8199-893b-4784-8af9-31ef0f2b9857,"[294540.0, 445920.0, 1172760.0, 1171860.0, 749190.0, 1148160.0, 594450.0]"
5534TPH,b303eb0b-ab9f-4205-9395-b765767260f0,"[511920.0, 456780.0, 1053720.0, 127110.0, 346320.0, 1076460.0, 1110630.0, 652620.0, 675120.0, 507990.0, 824190.0]"
5534TPH,b3f5280d-c680-4542-abe0-1e2a1a71fe8a,"[542010.0, 440820.0, 1410660.0, 1306620.0, 229920.0, 267810.0, 151290.0, 461550.0]"
5534TPH,b40b6dec-826e-4891-b852-fb32f8802ada,"[1056120.0, 3030930.0, 2006550.0, 3869970.0, 1021290.0, 565020.0]"
5534TPH,b73d351b-5ee8-4e4b-baf7-10882601f760,"[286740.0, 459390.0, 259620.0, 638880.0, 306390.0, 1072500.0, 1523670.0, 266280.0, 1191900.0, 1555500.0, 340410.0, 1134690.0]"
5534TPH,b8109082-8f07-42a4-ab27-2d428a678417,"[159000.0, 1757310.0, 1289550.0, 1020780.0, 1221660.0, 1257090.0, 158850.0]"
5534TPH,bc87aba4-7ff5-4dec-8717-d3f73e5b67bf,"[267480.0, 2301330.0, 1264530.0, 884820.0, 1036590.0]"
5534TPH,c16022a9-a452-42b9-ac93-9da2ca75a0a9,"[2602770.0, 1398510.0, 1533570.0, 1765140.0, 457650.0, 1160730.0]"
5534TPH,c2bde931-8396-48f4-b42b-29cf5ec7d4ae,"[1257750.0, 352980.0, 1229460.0, 643890.0, 1762140.0, 1144800.0, 1725300.0, 566190.0]"
5534TPH,c2c558ad-2855-4f41-b26a-3cfd276f439a,"[704580.0, 133380.0, 424350.0, 686820.0, 812220.0, 1102620.0, 196380.0, 288450.0, 604650.0]"
5534TPH,c5e37df4-62f2-47ea-a7d5-c0e5800f8247,"[684180.0, 695850.0, 168180.0, 320880.0, 793050.0, 1069050.0, 2081070.0, 2752530.0, 375090.0, 283950.0]"
5534TPH,c983ab1d-9e61-4117-90b3-7de6d5d77607,"[706590.0, 137880.0, 177120.0, 477450.0, 821790.0, 1416330.0, 362250.0, 79710.0, 1831200.0, 315750.0, 551790.0, 183180.0, 503760.0, 131520.0]"
5534TPH,c9b658fc-7a0c-46d6-b81c-bfb321a39b1c,"[338820.0, 384780.0, 236910.0, 271110.0]"
5534TPH,cb6a8d9e-c533-41bd-972d-871d80028307,"[195630.0, 1278960.0, 1400460.0]"
5534TPH,cb8f3b8a-7943-4c7f-8749-92b4b6313228,"[189090.0, 2898300.0, 953490.0, 2081760.0, 216210.0]"
5534TPH,cfdac05b-ec01-4a38-a8f1-d8f55ce5f453,"[1216380.0, 41940.0, 94350.0, 454380.0, 324750.0, 675960.0, 184350.0, 914520.0, 339810.0, 516150.0, 793290.0, 777300.0, 737160.0, 822960.0]"
5534TPH,cfe3f9b5-0b5b-4a0d-9311-1b3ef92261aa,"[919650.0, 1766880.0, 1212630.0, 1366290.0]"
5534TPH,d170880e-2bd6-4bfc-9e3b-6eb3b40b4384,"[565380.0, 386520.0, 578850.0, 248520.0, 889920.0, 2313870.0, 2140200.0, 413880.0, 188580.0]"
5534TPH,d17da1f8-a5a6-4614-a067-6feb96b2b611,"[509700.0, 608250.0, 461520.0, 901680.0, 80610.0, 60570.0, 189240.0, 453750.0, 146310.0, 480420.0]"
5534TPH,d21ee0a0-421b-4fa9-a656-33c8d4a7fb05,"[802800.0, 408900.0, 103680.0, 435510.0, 271410.0, 325740.0, 538920.0, 1203690.0, 1751700.0, 2234400.0, 476610.0, 126180.0, 363150.0, 404220.0]"
5534TPH,d8e2d2b5-2bb8-437f-9493-b078926a19a4,"[897060.0, 157440.0, 382050.0, 497880.0, 214380.0, 517980.0, 575490.0, 189180.0, 1181790.0, 1311240.0, 149490.0]"
5534TPH,daf9075d-fdfe-456b-8c80-4f5ce35d11ea,"[192690.0, 548190.0, 614580.0, 1210470.0, 629160.0, 188610.0, 500850.0, 620430.0, 624720.0, 816450.0]"
5534TPH,dbdddebe-c15c-4032-a4f3-d4e3e2087b5c,"[1081620.0, 1189260.0, 853620.0, 548880.0, 521400.0, 474510.0, 195840.0, 164580.0]"
5534TPH,e33505ca-bfdb-496f-bcfd-b8b913a42637,"[729960.0, 458850.0, 468780.0, 445650.0, 464310.0, 1305390.0, 572580.0, 1647660.0, 598650.0, 525120.0, 932520.0]"
5534TPH,e4fe3aec-1b0f-45b6-9921-84f4f7da350e,"[376560.0, 531150.0, 355680.0, 364050.0, 56250.0, 1113360.0, 753390.0, 601290.0, 576300.0, 822090.0, 907590.0, 1401660.0, 1702410.0]"
5534TPH,e7994090-f25d-4c51-af2a-9db9c65cff6f,"[1807260.0, 1164030.0, 213480.0, 1342920.0, 393150.0]"
5534TPH,ebda61a0-2d8b-4999-a480-8aac6aad374d,"[2131890.0, 1098120.0, 190350.0, 1952070.0, 188520.0]"
5534TPH,ed82dd43-3323-4d9a-b5f8-7efb07f2c76e,"[4037070.0, 2288460.0, 536850.0, 1867230.0]"
5534TPH,f0f90050-5a0f-4965-864e-d6bc0d02b5a0,"[782940.0, 365580.0, 487980.0, 1293420.0, 1097730.0, 918120.0, 1483290.0, 76980.0, 281880.0, 433050.0, 462780.0]"
5534TPH,f34001bf-670e-48ef-b706-535637ee7818,"[727710.0, 444990.0, 815490.0, 1231290.0, 273480.0, 312810.0, 707580.0]"
5534TPH,f4d22ce9-3723-4197-b7a8-67ac3d812383,"[361050.0, 390780.0, 206520.0, 473580.0, 303480.0, 883350.0, 2139900.0, 1907340.0, 311850.0, 856260.0, 97950.0, 575880.0]"
5534TPH,f5532e53-1b55-4412-aa91-aed76c9ab80f,"[4800480.0, 4521120.0]"
5534TPH,fa23dac3-ff27-474b-8e67-cf65128b6afe,"[133440.0, 2238540.0, 1623240.0, 1820640.0, 814560.0]"
5534TPH,fb468da5-c4f2-41b2-b1b5-d91f3646601f,"[521820.0, 684360.0, 238920.0, 190110.0, 218940.0, 304980.0, 1499490.0, 1328250.0, 193110.0, 609450.0]"
5534TPH,fccbc861-3e31-4e35-b4f3-b0f97e77a2c2,"[701970.0, 410310.0, 1476720.0, 1092990.0, 704250.0, 922350.0, 852990.0]"
5534TPH,fea13535-ade6-4215-96ca-dab5b4ef309b,"[723990.0, 1106700.0, 871290.0, 545490.0, 352980.0, 958830.0, 2198130.0, 1814790.0]"
6270NFM,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,"[776190.0, 161310.0, 357180.0, 88740.0, 474390.0]"
6270NFM,04e06e2f-d6d4-4364-aedc-d3f98fa1017a,"[2881800.0, 1382070.0, 1718400.0]"
6270NFM,050963e7-113a-4f7f-a21e-a720d8034642,"[1283280.0, 381090.0, 1709220.0, 1597830.0, 671460.0, 140430.0]"
6270NFM,09b973fd-ddc3-48a5-8838-6c6e02e14a7f,"[1008690.0, 310920.0, 3217260.0, 1768860.0, 1200570.0, 1543590.0, 65370.0]"
6270NFM,0a0705b9-6b0f-4a69-b25b-668b596041c4,"[1421580.0, 268080.0, 399690.0, 1597740.0, 2361570.0]"
6270NFM,0f8f5823-99dc-4511-9951-c9f6b4c8696e,"[419400.0, 235980.0, 494160.0, 243840.0, 555780.0, 540060.0]"
6270NFM,173ebd26-a1a9-4798-a4a0-f2b5f763dcae,"[991620.0, 51540.0, 218310.0, 635250.0, 430980.0, 455550.0]"
6270NFM,1a73cac3-f12d-4e06-a215-c69c2a6ea856,"[3934500.0, 3853710.0]"
6270NFM,27f24f6d-599b-4857-9213-0b2170055034,"[1006650.0, 474450.0, 717120.0, 1225740.0, 192450.0, 913590.0, 1012260.0, 291210.0, 439650.0, 579630.0]"
6270NFM,333c2024-654c-4b7c-8609-fe8412c20b2c,"[836310.0, 365580.0, 899790.0]"
6270NFM,381d92f4-7695-46c2-aff1-49c5abb0723b,"[3315030.0, 2700360.0, 244740.0, 921750.0]"
6270NFM,3d1c2abc-0431-454a-8f4a-68b4164fdbef,"[328890.0, 154110.0, 381390.0, 3379200.0, 3441540.0, 268110.0, 336480.0]"
6270NFM,40dbae54-8760-404f-a434-2c4bed57c907,"[454200.0, 316650.0, 391620.0, 602550.0, 656520.0, 473580.0]"
6270NFM,435ce988-c95d-47ec-a176-4b9a2967d059,"[738720.0, 625260.0, 1129320.0, 1294560.0, 861960.0, 577470.0, 875460.0, 735750.0, 784050.0]"
6270NFM,4a5ab221-44c2-4c15-beff-aca1fc357c3a,"[535290.0, 1395060.0, 562980.0, 950430.0, 441150.0, 574290.0, 84210.0, 744390.0, 200310.0, 492420.0]"
6270NFM,5817b5aa-56fb-413f-be71-27dcce8adca3,"[1116780.0, 558720.0, 437100.0, 459330.0, 529320.0, 544200.0, 163020.0]"
6270NFM,5bd040a5-cf27-4ffd-af6a-4afa44a7eecc,"[578970.0, 603720.0, 426960.0, 321720.0, 184410.0, 113940.0, 307050.0, 657720.0]"
6270NFM,640d734e-c3ae-4c53-a3a9-e2f87067343b,"[771960.0, 167310.0, 440580.0, 1154850.0, 598050.0, 1054200.0, 428880.0, 444810.0]"
6270NFM,6deec7b7-6c11-418c-a1bd-f99a9e3261b6,"[410700.0, 868050.0, 221010.0, 1419150.0, 1441590.0, 1333260.0, 946590.0, 883050.0]"
6270NFM,77227d86-31d7-4575-b55c-c88e6e389c0e,"[3619980.0, 3404490.0]"
6270NFM,7a380404-da50-4a66-8ce4-47865698ad1b,"[468870.0, 411990.0, 599790.0, 1276020.0, 1485720.0, 718560.0, 65340.0]"
6270NFM,7ab9795c-ae20-467b-a4b3-2dd62077bcf5,"[441990.0, 270780.0, 2947530.0, 2943000.0, 303510.0, 610650.0, 517080.0, 690420.0]"
6270NFM,7b2a7ee6-05a9-4a7b-bda0-a089ee2d58ec,"[1341780.0, 1093890.0, 1929600.0, 528450.0, 300150.0, 960990.0]"
6270NFM,7e1b471d-ff00-43de-b527-ce2871f8e74f,"[2628270.0, 1639590.0, 944460.0, 446520.0, 1079820.0]"
6270NFM,81acb266-ab82-497b-92d9-fae490cc4823,"[889140.0, 1656090.0, 1198290.0, 862830.0, 512490.0, 227310.0, 261810.0, 192210.0, 873540.0]"
6270NFM,83317ce9-22cf-4007-9aeb-0b1bb34e3229,"[466620.0, 757350.0, 457380.0, 450480.0, 186540.0, 297120.0, 230520.0, 242280.0, 866190.0]"
6270NFM,8355efb1-34cf-4d53-b85a-535990793ffc,"[818760.0, 399450.0, 197220.0, 200700.0, 441420.0, 903450.0]"
6270NFM,87cbff75-1caa-4068-a786-21468b9488b8,"[787320.0, 105240.0, 420780.0, 599850.0, 1586100.0, 2126070.0]"
6270NFM,89e2794a-f385-45c2-a9be-d8cb5f293c72,"[1759980.0, 1442820.0, 1791330.0, 1545990.0, 447720.0, 80310.0, 628950.0, 823890.0]"
6270NFM,8a1157ba-b8fc-4a05-9a47-6c63f4ed2005,"[843210.0, 276480.0, 434520.0, 535860.0, 502050.0]"
6270NFM,8ef28810-cf55-4c6a-9487-55178eab727f,"[1906950.0, 428250.0, 1617390.0, 1246890.0]"
6270NFM,91133857-fade-412b-859b-901e50aa2236,"[407820.0, 330480.0, 630720.0, 265980.0, 627690.0, 312180.0, 491550.0, 1868820.0, 1497030.0, 675420.0]"
6270NFM,964fa073-b9dc-4aae-a09e-bec99b26c420,"[743790.0, 98640.0, 36240.0, 48720.0, 207780.0, 1125090.0, 880920.0, 1271190.0, 1848330.0]"
6270NFM,aa6646e5-861e-4a3b-9e26-64a1f49a0cc5,"[2391810.0, 1974990.0, 1771410.0, 221280.0, 454260.0, 241440.0, 354450.0]"
6270NFM,aeec8199-893b-4784-8af9-31ef0f2b9857,"[825150.0, 802530.0, 387390.0, 1151490.0, 123780.0, 861390.0, 554550.0, 725160.0]"
6270NFM,b40b6dec-826e-4891-b852-fb32f8802ada,"[1347660.0, 1010160.0, 2214960.0, 496650.0, 75840.0, 934020.0, 1227660.0]"
6270NFM,b73d351b-5ee8-4e4b-baf7-10882601f760,"[329490.0, 3369900.0, 1420230.0, 1768110.0, 260160.0, 829200.0]"
6270NFM,b8109082-8f07-42a4-ab27-2d428a678417,"[714930.0, 105090.0, 692790.0, 569880.0, 692430.0, 635250.0, 438450.0, 394350.0, 681750.0]"
6270NFM,bafe7676-7c4f-45a4-9c0d-c34153a00076,"[768120.0, 944790.0, 565950.0, 44610.0, 1174320.0, 1269960.0, 356010.0, 232110.0, 349020.0]"
6270NFM,bc87aba4-7ff5-4dec-8717-d3f73e5b67bf,"[2669550.0, 2657730.0, 173910.0, 660480.0]"
6270NFM,c16022a9-a452-42b9-ac93-9da2ca75a0a9,"[492360.0, 1744200.0, 1911630.0, 269280.0, 1953330.0, 84480.0, 1061190.0]"
6270NFM,c2bde931-8396-48f4-b42b-29cf5ec7d4ae,"[3850350.0, 2986500.0, 749790.0, 756960.0, 203550.0, 303750.0, 348090.0]"
6270NFM,c2c558ad-2855-4f41-b26a-3cfd276f439a,"[674250.0, 412980.0, 715890.0, 388410.0, 490650.0, 235110.0, 768450.0]"
6270NFM,c5e37df4-62f2-47ea-a7d5-c0e5800f8247,"[4258440.0, 3719940.0, 827550.0, 167580.0]"
6270NFM,c8ebe43a-148b-4db8-b44f-b0bcf14b241e,"[225570.0, 305250.0, 247860.0, 3231480.0, 3282660.0, 86640.0, 233940.0, 795360.0, 340590.0]"
6270NFM,c983ab1d-9e61-4117-90b3-7de6d5d77607,"[292230.0, 232410.0, 1288590.0, 1815270.0, 1026870.0, 516420.0, 1018890.0, 562260.0, 1142130.0]"
6270NFM,c9b658fc-7a0c-46d6-b81c-bfb321a39b1c,"[948870.0, 411810.0, 778020.0, 703020.0, 616950.0, 244950.0, 461880.0, 564120.0, 328350.0]"
6270NFM,c9deac37-c8cb-45c7-b0b1-71f81aa71835,"[237720.0, 2677500.0, 2460390.0, 366750.0, 832620.0, 1053720.0, 1866630.0]"
6270NFM,cb8f3b8a-7943-4c7f-8749-92b4b6313228,"[776670.0, 605520.0, 400980.0, 403440.0, 693720.0, 776790.0, 167010.0, 674250.0]"
6270NFM,cfe3f9b5-0b5b-4a0d-9311-1b3ef92261aa,"[1522440.0, 170250.0, 249840.0, 732960.0, 102210.0, 121410.0, 380250.0, 841020.0]"
6270NFM,d170880e-2bd6-4bfc-9e3b-6eb3b40b4384,"[793050.0, 1679460.0, 412950.0, 859350.0, 1216620.0, 1301820.0, 1323390.0]"
6270NFM,d8e2d2b5-2bb8-437f-9493-b078926a19a4,"[606900.0, 592590.0, 2126070.0, 2177100.0, 354720.0, 430680.0]"
6270NFM,da12ce1a-9c67-4ff9-923e-8dac24549fe3,"[3507930.0, 3531510.0]"
6270NFM,daf9075d-fdfe-456b-8c80-4f5ce35d11ea,"[1300260.0, 885450.0, 1765290.0, 314310.0]"
6270NFM,dbdddebe-c15c-4032-a4f3-d4e3e2087b5c,"[858330.0, 283680.0, 284010.0, 1374990.0, 1379490.0, 595560.0, 278940.0, 716490.0]"
6270NFM,de0b7e1c-aa0a-46d5-82c0-9a38bbc30cbe,"[478260.0, 84510.0, 449850.0, 790320.0, 208980.0, 589920.0, 260880.0, 106440.0, 212010.0, 923490.0]"
6270NFM,e33505ca-bfdb-496f-bcfd-b8b913a42637,"[2446050.0, 1982370.0, 1886040.0, 1767120.0, 311310.0, 448680.0]"
6270NFM,ebda61a0-2d8b-4999-a480-8aac6aad374d,"[1011300.0, 1079460.0, 1276770.0, 811920.0, 564090.0, 681480.0]"
6270NFM,ed82dd43-3323-4d9a-b5f8-7efb07f2c76e,"[1599690.0, 391020.0, 1015290.0, 260580.0, 1034220.0, 1431420.0, 545160.0, 412680.0, 448650.0]"
6270NFM,f007019f-866d-48be-a0cb-bd96328ee43b,"[2318670.0, 2385660.0]"
6270NFM,f0f90050-5a0f-4965-864e-d6bc0d02b5a0,"[939720.0, 68040.0, 552750.0, 786420.0, 886350.0, 330840.0, 617850.0, 345780.0]"
6270NFM,f34001bf-670e-48ef-b706-535637ee7818,"[960150.0, 155880.0, 280710.0, 356550.0, 401520.0, 981330.0, 1119930.0, 665220.0]"
6270NFM,fa23dac3-ff27-474b-8e67-cf65128b6afe,"[536700.0, 1043370.0, 782160.0, 355260.0, 1036860.0, 1750440.0, 626490.0, 240750.0, 270750.0]"
6270NFM,fb468da5-c4f2-41b2-b1b5-d91f3646601f,"[489270.0, 1508460.0, 1094550.0, 2166570.0, 564060.0]"
6270NFM,fea13535-ade6-4215-96ca-dab5b4ef309b,"[576960.0, 287250.0, 278220.0, 516150.0, 1930800.0, 1986660.0, 541890.0, 358350.0, 575850.0, 210210.0, 653220.0]"
6965XLY,0479683c-5185-4c2a-bb06-2dc0e805eecb,"[2820570.0, 2848530.0]"
6965XLY,050963e7-113a-4f7f-a21e-a720d8034642,"[448050.0, 310710.0, 230280.0, 131310.0, 295980.0, 813420.0, 193410.0]"
6965XLY,0a0705b9-6b0f-4a69-b25b-668b596041c4,"[715110.0, 734190.0, 307680.0, 1138290.0, 866190.0, 638190.0, 606150.0]"
6965XLY,0e431f85-a4c6-4109-ad1b-98f58392816e,"[1016010.0, 743580.0, 569160.0, 1131420.0, 1574790.0, 253350.0, 564720.0]"
6965XLY,1a73cac3-f12d-4e06-a215-c69c2a6ea856,"[3007140.0, 1076220.0, 1867440.0, 353190.0, 215190.0, 883920.0]"
6965XLY,27f24f6d-599b-4857-9213-0b2170055034,"[4561080.0, 4553790.0]"
6965XLY,35639c90-2e65-4da6-abb4-9f23ff5e94f0,"[2149800.0, 789990.0, 595650.0, 1732860.0, 551550.0, 957150.0, 49440.0, 512520.0]"
6965XLY,3639f918-671b-4d85-a9d9-a4740ab1d1a0,"[673680.0, 468780.0, 209520.0, 968790.0, 398010.0, 1528290.0]"
6965XLY,381d92f4-7695-46c2-aff1-49c5abb0723b,"[3622860.0, 3653400.0]"
6965XLY,3d1c2abc-0431-454a-8f4a-68b4164fdbef,"[4058490.0, 4044240.0]"
6965XLY,48959867-c32b-4c58-8806-f0e50fd68a93,"[5050200.0, 4780350.0]"
6965XLY,4a5ab221-44c2-4c15-beff-aca1fc357c3a,"[2888280.0, 2778660.0]"
6965XLY,50951384-0816-4303-afbb-49a9582ab1d4,"[3436140.0, 3377340.0]"
6965XLY,54cfa245-a633-4505-86a5-e47ef018fb8c,"[1953780.0, 901320.0, 1118250.0, 2391060.0]"
6965XLY,5bc23801-c7da-43be-80d1-70bf84a82d17,"[2562180.0, 1876620.0, 782220.0]"
6965XLY,5bd040a5-cf27-4ffd-af6a-4afa44a7eecc,"[1643640.0, 441150.0, 161310.0, 920880.0, 1121220.0, 799320.0]"
6965XLY,640d734e-c3ae-4c53-a3a9-e2f87067343b,"[2497230.0, 1972920.0, 617220.0, 71340.0, 571650.0]"
6965XLY,76cb2988-3a44-44bf-8cd6-91f93dc68270,"[3206760.0, 3060120.0]"
6965XLY,7a380404-da50-4a66-8ce4-47865698ad1b,"[189030.0, 755460.0, 1023360.0, 1377390.0, 1364160.0, 484380.0]"
6965XLY,83317ce9-22cf-4007-9aeb-0b1bb34e3229,"[672060.0, 1186050.0, 1110750.0, 852090.0, 64770.0, 904590.0]"
6965XLY,864bd9f3-074d-45e8-a032-5a01237ae290,"[1014030.0, 985410.0, 1051920.0, 827370.0, 1406430.0]"
6965XLY,87cbff75-1caa-4068-a786-21468b9488b8,"[1141680.0, 772620.0, 567090.0, 137580.0, 174750.0, 739050.0, 1324560.0]"
6965XLY,8ef28810-cf55-4c6a-9487-55178eab727f,"[2487090.0, 2333160.0, 272250.0]"
6965XLY,a0788763-3bd2-4720-8865-5f5332cf30a6,"[1040190.0, 53820.0, 361410.0, 518220.0, 512790.0, 561480.0, 483750.0]"
6965XLY,aeec8199-893b-4784-8af9-31ef0f2b9857,"[2396490.0, 1997070.0, 803550.0, 451080.0]"
6965XLY,b3f5280d-c680-4542-abe0-1e2a1a71fe8a,"[2532270.0, 382380.0, 919290.0, 252780.0, 1575090.0]"
6965XLY,bafe7676-7c4f-45a4-9c0d-c34153a00076,"[912120.0, 1984470.0, 2537400.0]"
6965XLY,c8ebe43a-148b-4db8-b44f-b0bcf14b241e,"[4255290.0, 4153710.0]"
6965XLY,c9b658fc-7a0c-46d6-b81c-bfb321a39b1c,"[2446320.0, 2531340.0]"
6965XLY,cfe3f9b5-0b5b-4a0d-9311-1b3ef92261aa,"[2609130.0, 1770990.0, 860190.0, 242880.0]"
6965XLY,d17da1f8-a5a6-4614-a067-6feb96b2b611,"[1121040.0, 52110.0, 278280.0, 1274520.0, 1981890.0]"
